invalid,valid,operations
+9145071sb219,+914507158219,keep|keep|keep|keep|keep|keep|keep|keep|replace_5|replace_8|keep|keep|keep
+334l9946616,+33419946616,keep|keep|keep|keep|replace_1|keep|keep|keep|keep|keep|keep|keep
7722424701,+17722424701,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
38186970483,+8638186970483,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
12721520,+6512721520,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+6 52864184 6,+6528641846,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep
51742176873,+8651742176873,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
11565132,+6511565132,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+916817a8g329,+916817289329,keep|keep|keep|keep|keep|keep|keep|replace_2|keep|replace_9|keep|keep|keep
+8629322838946,+8629322838946,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
456198511,+61456198511,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+1b934602217,+18934602217,keep|keep|replace_8|keep|keep|keep|keep|keep|keep|keep|keep|keep
+158642793b4,+15864279384,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_8|keep
66016735926,+8666016735926,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
672153713,+61672153713,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+651103l886,+6511031886,keep|keep|keep|keep|keep|keep|keep|replace_1|keep|keep|keep
+86s5239250778,+8655239250778,keep|keep|keep|replace_5|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+e3042128721,+33042128721,keep|replace_3|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
70435680 93 5,+8670435680935,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
7777582547,+447777582547,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+b69945311a107,+8699453112107,keep|replace_8|keep|keep|keep|keep|keep|keep|keep|keep|replace_2|keep|keep|keep
7966053 99 91,+8679660539991,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
7466 82 01s9,+917466820159,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44012614 1697,+440126141697,keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep
+448009150443,+448009150443,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+615671 65873,+61567165873,keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
+6131l9045e3,+61311904533,keep|keep|keep|keep|keep|replace_1|keep|keep|keep|keep|replace_3|keep
+l2209537116,+12209537116,keep|replace_1|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+3369537111a,+33695371112,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_2
9102960648,+449102960648,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
8795477460,+18795477460,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
9201073201,+449201073201,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+61597511600,+61597511600,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
040983816,+61040983816,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+86351l1248s89,+8635111248589,keep|keep|keep|keep|keep|keep|replace_1|keep|keep|keep|keep|replace_5|keep|keep
128593921,+61128593921,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+1 3471256306,+13471256306,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+1968a7b22o1,+19682782201,keep|keep|keep|keep|keep|replace_2|keep|replace_8|keep|keep|replace_0|keep
2864698468,+912864698468,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+86072 13247976,+8607213247976,keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep
+449 57055430 9,+449570554309,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep
s67495 05 8,+61567495058,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+86 10269181479,+8610269181479,keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+127120 56302,+12712056302,keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
+860444s10l954,+8604445101954,keep|keep|keep|keep|keep|keep|keep|replace_5|keep|keep|replace_1|keep|keep|keep
+16158 61278 3,+16158612783,keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|delete|keep
0416716302,+440416716302,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+g170b24848g7,+917082484897,keep|replace_9|keep|keep|keep|replace_8|keep|keep|keep|keep|keep|replace_9|keep
7309325441,+447309325441,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
513182995,+61513182995,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+g19a747l6862,+919274716862,keep|replace_9|keep|keep|replace_2|keep|keep|keep|replace_1|keep|keep|keep|keep
52342 e4 198,+915234234198,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
167905682,+61167905682,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
9058986679,+919058986679,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+65s4422599,+6554422599,keep|keep|keep|replace_5|keep|keep|keep|keep|keep|keep|keep
+86092 48299 805,+8609248299805,keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|delete|keep|keep|keep
+65g1408gg8,+6591408998,keep|keep|keep|replace_9|keep|keep|keep|keep|replace_9|replace_9|keep
+8653o64784700,+8653064784700,keep|keep|keep|keep|keep|replace_0|keep|keep|keep|keep|keep|keep|keep|keep
80716591,+6580716591,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+b667l78605741,+8667178605741,keep|replace_8|keep|keep|keep|replace_1|keep|keep|keep|keep|keep|keep|keep|keep
82321e7 07 72,+8682321370772,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+10  470167270,+10470167270,keep|keep|keep|delete|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep
+b6923s6412924,+8692356412924,keep|replace_8|keep|keep|keep|keep|replace_5|keep|keep|keep|keep|keep|keep|keep
25951024,+6525951024,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
376980435,+33376980435,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+650 07 19555,+6500719555,keep|keep|keep|keep|delete|keep|keep|delete|keep|keep|keep|keep|keep
+861 5948524978,+8615948524978,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
2798639822,+12798639822,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
2037412010,+442037412010,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+61o89474763,+61089474763,keep|keep|keep|replace_0|keep|keep|keep|keep|keep|keep|keep|keep
+8698476 863 375,+8698476863375,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|delete|keep|keep|keep
32763 30 60,+33327633060,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
030705691,+61030705691,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
286158252,+61286158252,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
87006268 22 1,+8687006268221,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
74841 58 2,+6574841582,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
66358276,+6566358276,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+4426 9 8929872,+442698929872,keep|keep|keep|keep|keep|delete|keep|delete|keep|keep|keep|keep|keep|keep|keep
+8691786769eo2,+8691786769302,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_3|replace_0|keep
+9 12098560 036,+912098560036,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep
+863 260 8711706,+8632608711706,keep|keep|keep|keep|delete|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep
66902904,+6566902904,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+1194258 511 7,+11942585117,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|delete|keep
848l763 23 3,+18481763233,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44e62077s691,+443620775691,keep|keep|keep|replace_3|keep|keep|keep|keep|keep|replace_5|keep|keep|keep
+6565035793,+6565035793,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+8 6 79311331652,+8679311331652,keep|keep|delete|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
1492803958,+911492803958,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
246474659,+33246474659,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6134850a676,+61348502676,keep|keep|keep|keep|keep|keep|keep|keep|replace_2|keep|keep|keep
+33b08257236,+33808257236,keep|keep|keep|replace_8|keep|keep|keep|keep|keep|keep|keep|keep
+8677363o0o159,+8677363000159,keep|keep|keep|keep|keep|keep|keep|keep|replace_0|keep|replace_0|keep|keep|keep
+33836442bg4,+33836442894,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_8|replace_9|keep
+1gg462577l5,+19946257715,keep|keep|replace_9|replace_9|keep|keep|keep|keep|keep|keep|replace_1|keep
+6121831aeg5,+61218312395,keep|keep|keep|keep|keep|keep|keep|keep|replace_2|replace_3|replace_9|keep
+332o4056431,+33204056431,keep|keep|keep|keep|replace_0|keep|keep|keep|keep|keep|keep|keep
+65157l8614,+6515718614,keep|keep|keep|keep|keep|keep|replace_1|keep|keep|keep|keep
+6l27g592111,+61279592111,keep|keep|replace_1|keep|keep|replace_9|keep|keep|keep|keep|keep|keep
+443624 848084,+443624848084,keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep
+4 42844892361,+442844892361,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+618470 66720,+61847066720,keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
+1131el02743,+11313102743,keep|keep|keep|keep|keep|replace_3|replace_1|keep|keep|keep|keep|keep
58453254346,+8658453254346,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+65o01b4846,+6500184846,keep|keep|keep|replace_0|keep|keep|replace_8|keep|keep|keep|keep
+86577ae018991,+8657723018991,keep|keep|keep|keep|keep|keep|replace_2|replace_3|keep|keep|keep|keep|keep|keep
+17479987112,+17479987112,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+1503s570115,+15035570115,keep|keep|keep|keep|keep|replace_5|keep|keep|keep|keep|keep|keep
02985183796,+8602985183796,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
731407720,+33731407720,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
8065667791,+18065667791,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
97221078874,+8697221078874,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+1s674566107,+15674566107,keep|keep|replace_5|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6595744  694,+6595744694,keep|keep|keep|keep|keep|keep|keep|keep|delete|delete|keep|keep|keep
43798 02 365,+914379802365,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
119309191,+33119309191,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+860669gg07966,+8606699907966,keep|keep|keep|keep|keep|keep|keep|replace_9|replace_9|keep|keep|keep|keep|keep
+612624736 6 1,+61262473661,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|delete|keep
+6s40083o92,+6540083092,keep|keep|replace_5|keep|keep|keep|keep|keep|replace_0|keep|keep
+650l764918,+6501764918,keep|keep|keep|keep|replace_1|keep|keep|keep|keep|keep|keep
+6589612141,+6589612141,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
8664765151,+448664765151,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
4993746277,+14993746277,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+170735 9846 0,+17073598460,keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|delete|keep
+86542621e6489,+8654262136489,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_3|keep|keep|keep|keep
+86 10331224087,+8610331224087,keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+159048be663,+15904883663,keep|keep|keep|keep|keep|keep|keep|replace_8|replace_3|keep|keep|keep
+44684s201709,+446845201709,keep|keep|keep|keep|keep|keep|replace_5|keep|keep|keep|keep|keep|keep
+b652617671238,+8652617671238,keep|replace_8|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6539779578,+6539779578,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+4 41466339212,+441466339212,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+866 410 5428214,+8664105428214,keep|keep|keep|keep|delete|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep
+6540468027,+6540468027,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
9121062667,+919121062667,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
9860723397,+919860723397,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
8433879962,+18433879962,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+3387029117s,+33870291175,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_5
71103 54 33,+33711035433,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+4461304 03875,+446130403875,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
349558915,+33349558915,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+651s344232,+6515344232,keep|keep|keep|keep|replace_5|keep|keep|keep|keep|keep|keep
+1044g63b364,+10449638364,keep|keep|keep|keep|keep|replace_9|keep|keep|replace_8|keep|keep|keep
+33a51772784,+33251772784,keep|keep|keep|replace_2|keep|keep|keep|keep|keep|keep|keep|keep
0943o60 79 1,+910943060791,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6586545e0b,+6586545308,keep|keep|keep|keep|keep|keep|keep|keep|replace_3|keep|replace_8
+12700s4s299,+12700545299,keep|keep|keep|keep|keep|keep|replace_5|keep|replace_5|keep|keep|keep
3362258040,+913362258040,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
232537070,+61232537070,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+3308701115 3,+33087011153,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep
+65394b4239,+6539484239,keep|keep|keep|keep|keep|keep|replace_8|keep|keep|keep|keep
7608216209,+17608216209,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+652486l063,+6524861063,keep|keep|keep|keep|keep|keep|keep|replace_1|keep|keep|keep
422371326,+61422371326,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
905 26 74417,+19052674417,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
0063646963,+10063646963,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
8488773313,+448488773313,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6521717625,+6521717625,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
465682969,+33465682969,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
1630555102,+911630555102,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+655499484g,+6554994849,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_9
+8619266076 071,+8619266076071,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep
549110877,+33549110877,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+9 15194589092,+915194589092,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
0645711222,+10645711222,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+611852b3376,+61185283376,keep|keep|keep|keep|keep|keep|keep|replace_8|keep|keep|keep|keep
463782698,+61463782698,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+4461 60 245882,+446160245882,keep|keep|keep|keep|keep|delete|keep|keep|delete|keep|keep|keep|keep|keep|keep
+6575316388,+6575316388,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
883o9 47 9e,+61883094793,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+1697375a626,+16973752626,keep|keep|keep|keep|keep|keep|keep|keep|replace_2|keep|keep|keep
+442gb54421s0,+442985442150,keep|keep|keep|keep|replace_9|replace_8|keep|keep|keep|keep|keep|replace_5|keep
0325460411,+440325460411,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+19a343e4988,+19234334988,keep|keep|keep|replace_2|keep|keep|keep|replace_3|keep|keep|keep|keep
+615518750l3,+61551875013,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_1|keep
9109046887,+919109046887,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+9155 3029 3334,+915530293334,keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|delete|keep|keep|keep|keep
0483431911,+10483431911,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6 190303 2807,+61903032807,keep|keep|delete|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep
90321056588,+8690321056588,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+33l80406851,+33180406851,keep|keep|keep|replace_1|keep|keep|keep|keep|keep|keep|keep|keep
+1767952 6394,+17679526394,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep
7922 1o 9s5,+33792210955,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
6698673807,+16698673807,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
01542872,+6501542872,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
48092412,+6548092412,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
80885057440,+8680885057440,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
4791398256,+914791398256,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+l1966o9695s,+11966096955,keep|replace_1|keep|keep|keep|keep|replace_0|keep|keep|keep|keep|replace_5
772263589,+33772263589,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
5201631733,+445201631733,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+650 0256848,+6500256848,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep
+1 3538152 931,+13538152931,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep
5056187893,+445056187893,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+867o766896100,+8670766896100,keep|keep|keep|keep|replace_0|keep|keep|keep|keep|keep|keep|keep|keep|keep
+91 99595 01235,+919959501235,keep|keep|keep|delete|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
1868517987,+11868517987,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+e3722888367,+33722888367,keep|replace_3|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+3385229071o,+33852290710,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_0
+6577 86880 5,+6577868805,keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|delete|keep
+91l887a41203,+911887241203,keep|keep|keep|replace_1|keep|keep|keep|replace_2|keep|keep|keep|keep|keep
+6568341s34,+6568341534,keep|keep|keep|keep|keep|keep|keep|keep|replace_5|keep|keep
73620 88 517,+447362088517,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
090036645,+33090036645,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+916 859328656,+916859328656,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6117o728198,+61170728198,keep|keep|keep|keep|keep|replace_0|keep|keep|keep|keep|keep|keep
8s630 41 730,+448563041730,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
